timestamp,original_x,original_y,original_z,selected_x,selected_y,selected_z,total_score,score_slope,score_obstacle,score_distance,score_edge
2026-03-26 17:29:45.322,1.2000,0.0000,0.8000,1.1000,0.2000,0.8000,0.8050,0.5000,0.9797,0.6303,1.0000
2026-03-26 17:29:56.682,0.5811,0.2668,0.8000,0.7811,0.2668,0.8000,0.8612,0.5000,0.8902,0.8322,1.0000
2026-03-26 17:30:22.014,0.0000,0.0000,0.8000,0.0000,0.0000,0.8000,0.9470,0.5000,0.8993,0.9947,1.0000
2026-03-26 17:30:32.988,0.8137,0.1503,0.8000,0.6137,0.3503,0.8000,0.8342,0.5000,0.9382,0.7301,1.0000
2026-03-26 17:30:46.734,1.2000,0.0000,0.8000,1.2000,0.0000,0.8000,0.9969,0.5000,1.0000,0.9937,1.0000
2026-03-26 17:30:55.148,0.5845,0.2727,0.8000,0.7845,0.2727,0.8000,0.8684,0.5000,0.9105,0.8263,1.0000
2026-03-26 17:30:56.850,0.0000,0.0000,0.8000,0.2000,0.2000,0.8000,0.8087,0.5000,0.7375,0.8800,1.0000
2026-03-26 17:30:57.575,0.2000,0.2000,0.8000,0.1000,0.3000,0.8000,0.8755,0.5000,0.9845,0.7666,1.0000
