timestamp,original_x,original_y,original_z,selected_x,selected_y,selected_z,total_score,score_slope,score_obstacle,score_distance,score_edge
2026-03-28 14:23:50.153,0.6584,0.2534,0.8000,0.4584,0.3534,0.8000,0.8825,0.5000,0.9642,0.8009,1.0000
2026-03-28 14:23:50.787,1.2000,0.0000,0.8000,1.0000,0.2000,0.8000,0.8398,0.5000,0.9037,0.7760,1.0000
